id,created_at,text,favorite_count,favorited,retweet_count,retweeted,urls
717418039474413569,2016-04-05 18:26:04,"b""America needs a president who can do what he says he's going to do. For Bob in Wisconsin, that's John Kasich.\nhttps://t.co/aZKFDqCUJ4""",478,False,164,False,"[{'expanded_url': 'https://amp.twimg.com/v/847a51c0-21d7-4029-911d-e8681fa86d9d', 'url': 'https://t.co/aZKFDqCUJ4', 'display_url': 'amp.twimg.com/v/847a51c0-21d…', 'indices': [110, 133]}]"
717346967748284416,2016-04-05 13:43:39,"b'All eyes are on you, Wisconsin! John Kasich needs your vote.\n\nFind your polling location at https://t.co/8liPgTZ6Ny. https://t.co/yEMhf7UQ7O'",321,False,128,False,"[{'expanded_url': 'https://myvote.wi.gov/', 'url': 'https://t.co/8liPgTZ6Ny', 'display_url': 'myvote.wi.gov', 'indices': [92, 115]}]"
717380806763798528,2016-04-05 15:58:07,b'Why are Trump &amp; Cruz turning up the heat? They know only John Kasich can secure the nomination AND win in November. https://t.co/VxQN57MgCN',315,False,113,False,"[{'expanded_url': 'https://www.johnkasich.com/blog-posts/wall-street-journal-the-real-kasich-threat/', 'url': 'https://t.co/VxQN57MgCN', 'display_url': 'johnkasich.com/blog-posts/wal…', 'indices': [120, 143]}]"
717502072166297600,2016-04-05 23:59:59,b'RT @shortman5427: WHOA! Major John Kasich Scandal Surfaces\xe2\x80\xa6No One Expected This! https://t.co/toyeT2ynTW via @ProudCons',0,False,6,False,"[{'expanded_url': 'http://www.proudcons.com/major-john-kasich-sex-scandal-surfaces/?utm_source=facebook_sumome&utm_medium=twitter&utm_campaign=twitter', 'url': 'https://t.co/toyeT2ynTW', 'display_url': 'proudcons.com/major-john-kas…', 'indices': [81, 104]}]"
717502028956704768,2016-04-05 23:59:48,"b""RT @BarbMuenchen: I didn't know that John Kasich gave Ohio refugees &amp; Sanctuary Cities! Please #WisconsinPrimary don't Vote Kasich! https:/\xe2\x80\xa6""",0,False,650,False,[]
717502014876307456,2016-04-05 23:59:45,b'RT @republic2016: John Kasich was fired from Ronald Regan Campaign by Roger Stone for selling drugs on the job.\n\nLectures about presidentia\xe2\x80\xa6',0,False,5,False,[]
717502000145936384,2016-04-05 23:59:42,b'RT @ByYourLogic: does anyone want to see John Kasich tell weird stories on Thursday with me',0,False,3,False,[]
717501950032482304,2016-04-05 23:59:30,"b""John Kasich's coming to Iona?? Lmfao""",4,False,0,False,[]
717501910643830784,2016-04-05 23:59:20,"b'""I watch a lot of news reports."" 8 year old, on why she thinks John Kasich will drop out tonight.'",2,False,0,False,[]
717501873716985856,2016-04-05 23:59:11,"b""RT @BarbMuenchen: I didn't know that John Kasich gave Ohio refugees &amp; Sanctuary Cities! Please #WisconsinPrimary don't Vote Kasich! https:/\xe2\x80\xa6""",0,False,650,False,[]
717501854951849985,2016-04-05 23:59:07,"b""I've reached the point where I dislike John Kasich as much as Donald Trump. Yes really. #NeverKasich #NeverTrump #OnlyCruz""",41,False,33,False,[]
